phos_id,C3N.01799,C3L.01890,C3N.00572,C3N.02423,C3N.02729,C3L.00263,C3N.01410,C3N.00578,C3N.02587,C3L.00893,C3N.01488,C3N.01413,C3N.01030,C3N.02588,C3N.00552,C3L.01889,C3N.00169,C3L.00422,C3L.00083,C3N.00551,C3N.02089,C3L.01682,C3N.01016,C3N.00580,C3N.02000,C3N.01489,C3N.00737,C3N.01405,C3N.01416,C3N.02149,C3N.02424,C3L.00279,C3L.00095,C3N.02572,C3N.00559,C3L.02345,C3L.00093,C3L.00510,C3L.00913,C3L.00412,C3N.01415,C3N.00549,C3N.02433,C3N.01021,C3N.00203,C3L.01330,C3N.00574,C3N.01071,C3N.00550,C3N.00167,C3L.00001,C3L.01632,C3N.02155,C3N.00217,C3N.02002,C3N.02145,C3N.02586,C3L.02219,C3N.00180,C3N.00704,C3N.02158,C3N.02421,C3N.00556,C3N.01072,C3L.00094,C3L.00144,C3N.00223,C3L.01924,C3N.00433,C3L.01683,C3N.00293,C3N.02380,C3L.00009,C3N.00546,C3N.01414,C3N.02087,C3L.00140,C3N.02529,C3L.00368,C3N.02067,C3L.00080,C3N.00547,C3N.01023,C3N.01024,C3L.00973,C3L.02348,C3L.02508,C3N.00560,C3L.00604,C3N.00199,C3N.00579,C3N.02582,C3L.02350,C3N.00738,C3N.00959,C3N.02003,C3N.02379,C3N.00175,C3N.01823,C3L.02549,C3L.02365
NP_004376.2_S2941s _1_1_2941_2941,1.6551,-0.5357,-1.1556000000000006,3.9458,2.9526000000000003,1.8984,2.6007,1.2921,1.7104000000000001,0.6149000000000004,0.8020999999999994,0.9590999999999998,4.3684,6.2575,4.6993,-2.5984999999999996,1.0234,-1.255,7.0309,5.412000000000001,0.4649000000000001,-0.43100000000000005,2.9006999999999996,3.0587000000000004,-0.7517999999999998,4.3128,0.05699999999999994,0.46930000000000005,3.4393000000000002,0.1825000000000001,2.9492,5.768,6.177,3.6506,3.0925000000000002,5.9659,1.6232000000000002,-0.873,5.9077,2.2614,1.0320999999999998,3.7459,4.0194,2.8933,2.3183,-0.3770000000000002,3.4135,-2.6207000000000003,1.2124,-1.6400000000000001,3.6508,4.4595,-0.2902,4.2563,1.1522999999999999,2.4364000000000003,0.7305999999999999,2.4973,1.6241,-0.06400000000000006,1.3409999999999997,1.9963000000000002,4.3255,5.027699999999999,3.9467,6.8163,-0.6842999999999999,3.9302,-0.03639999999999999,2.2221,0.11729999999999996,-2.4961,-0.7051999999999996,1.5676999999999999,4.3777,2.6329000000000002,0.11599999999999999,2.9344,-0.6880999999999999,0.4838999999999998,-2.9564,6.5731,4.4378,2.4678,3.1018,-1.1854999999999998,NA,4.4402,NA,3.664,4.6084,2.7667,0.5281,4.7934,NA,2.868,5.4312000000000005,0.8416999999999999,4.4734,-1.7368999999999999,0.2527999999999997
NP_004376.2_S3381s _1_0_3380_3381,NA,NA,NA,NA,6.5374,0.4184000000000001,1.0612,4.0876,1.1764999999999999,-0.4989000000000001,1.2654,1.6452,NA,NA,NA,NA,1.5311,-1.7725,6.3042,1.4958,0.5141,-0.3343,1.2155,0.7504000000000001,2.3219,1.1706,4.5165,0.8508,2.3749000000000002,3.697,0.9284000000000001,4.5324,3.3312999999999997,1.6602000000000001,2.3939,4.4799,3.2705,-1.5985,4.1302,NA,NA,NA,NA,NA,NA,NA,NA,2.2792000000000003,2.1763000000000003,1.5957,5.0437,NA,NA,NA,NA,4.4589,1.4618,2.0854999999999997,1.2581,NA,NA,NA,NA,4.405,4.9111,1.9651,1.9035,2.56,3.2102999999999997,2.8803,1.0883,0.5674000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_004376.2_S1349sS1351s_2_2_1349_1351,2.3626000000000005,2.1508,0.1623000000000001,4.9386,5.9859,2.3526,4.2666,4.538,1.0596,0.8969,6.6754,2.3636,2.4781,2.8733,4.0808,-0.19670000000000032,2.2425,-1.5441999999999998,6.3872,4.9605999999999995,1.3194,1.0437999999999998,2.773,1.6275000000000002,1.8380999999999998,3.2454,4.449,4.0013000000000005,5.2232,6.8962,1.9022,5.963,5.4886,1.0816999999999999,2.1007,8.1562,4.5334,-0.7355999999999998,5.0954,2.9052999999999995,3.4982999999999995,4.1218,2.4059,4.3594,4.9958,-0.5215999999999994,3.2755,2.375,1.2912,0.4882000000000002,4.6724,0.7905,0.5746,3.8824,0.1487,2.2849,0.4768,1.5556,1.9847,1.1295,1.1454,2.7794,3.5036,5.1798,4.2507,6.2697,-1.7271,3.2701000000000002,3.4739999999999998,4.2010000000000005,0.6425000000000001,-0.8452999999999999,1.9878,3.0770999999999997,3.6576,3.0774,1.0406999999999997,3.1919000000000004,0.5652000000000004,0.6828000000000003,-0.27510000000000007,3.5302,2.9457000000000004,2.4173,-0.13639999999999985,0.2731999999999999,0.2931,3.7922000000000002,3.6025,1.8453000000000002,4.3131,0.6551,-1.5785,2.3364000000000003,0.9361999999999999,4.1223,2.295,2.2487,2.0632,0.5045000000000002,4.0762
NP_004376.2_T2115tS2116s_2_2_2115_2116,3.8435,2.248,1.7585999999999995,7.6605,4.1701999999999995,0.9606,4.027699999999999,4.1865,1.8192000000000002,0.8546,5.2828,3.0484,4.2665999999999995,3.1123000000000003,4.2143,1.1246,1.1929,0.5448000000000001,6.2071000000000005,4.5828,2.0393999999999997,1.1270999999999998,1.7059,3.1788,1.1844999999999999,3.2230999999999996,5.7699,3.408,4.535,4.2641,4.0016,7.0396,9.437899999999999,2.0895,3.7971,5.8637,4.0952,0.6110000000000001,5.5976,3.2153,3.1879999999999997,2.9868,2.5937,2.5471000000000004,4.2904,0.06559999999999988,3.0471999999999997,2.6718,2.7339,0.9609999999999999,6.5317,4.8003,1.5152,5.8947,0.3912,3.067,2.9166,0.6666000000000003,3.0559000000000003,0.5939999999999999,1.1901000000000002,3.6344999999999996,4.6933,4.589700000000001,4.7280999999999995,5.0209,0.19910000000000005,4.1531,1.7415000000000003,6.8862,0.5751999999999999,0.6585999999999999,1.7185,1.3439,1.9813,3.2636000000000003,1.5657999999999999,3.6121,-0.7970999999999999,0.9319999999999999,-1.8186,3.3312,1.4866,0.041200000000000014,1.5625,-1.3488999999999995,NA,2.8587,4.8675999999999995,3.6801,4.5576,2.497,0.2612000000000001,3.8911,0.7870000000000001,2.8533,0.9223000000000001,1.1843999999999997,2.0373,1.0462,2.7724
NP_001278789.1_S105s _1_1_105_105,-2.1337,-0.5661,-2.2699,-0.16639999999999994,0.5103,0.016799999999999926,-1.5714000000000001,-1.7382,-2.4974,-0.742,0.3396,-2.2580999999999998,NA,NA,NA,NA,-2.0653,-2.5476,0.03680000000000003,-0.1309,-2.9519,0.42979999999999996,-1.5202,-1.9862,-2.1491,0.0408,0.10049999999999998,-2.4579,-0.23210000000000003,-1.6292,-0.54990000000000006,0.131,-0.5693,-2.4329,-2.0494,NA,NA,NA,NA,-1.9239,-2.1237,-2.2426,-0.9655,-2.4267000000000003,-0.2076,-0.6651,-1.8887999999999998,-1.7957,-4.7242,-4.1208,1.2109999999999999,NA,NA,NA,NA,0.20430000000000004,-1.7923,-1.4981999999999998,0.11550000000000005,-1.5033,-1.9316,-1.3971,-1.019,-0.0855999999999999,-1.7128,-0.11660000000000004,-0.8975,-1.141,-1.8049,0.1552,-0.41250000000000003,-2.2098999999999998,-1.1545999999999998,-2.5651,-1.1713,-2.8742,0.5042999999999999,-1.1655,-1.2195,-1.9287,NA,NA,NA,NA,-1.6044999999999998,-2.1604,3.6132,-1.2761,-2.0897,-3.1523000000000003,-1.2416,-3.3952999999999998,NA,NA,NA,NA,NA,-2.0499,-1.2558,0.03300000000000014,-2.9594
NP_001278789.1_S889s _1_0_888_889,-2.4101,-1.6627999999999998,-3.6641,0.5926,1.545,0.7441,-0.8498,-1.701,-1.7227,-0.9365000000000001,1.2489,-1.5102,-0.24829999999999997,-1.4677,4.5352999999999994,1.3836,-2.2251,-2.3762,2.0416,-0.5054000000000001,-3.0933,1.5612,-3.1980000000000004,-2.9153,-2.4699999999999998,1.4158,1.9929999999999999,-1.8164,0.22600000000000003,-2.5083,0.3973,1.0741,NA,NA,NA,NA,NA,NA,NA,-1.315,-1.3675000000000002,-0.2993,1.0574,-1.9195,-0.5148999999999999,0.45109999999999995,-0.7212000000000001,NA,NA,NA,NA,NA,NA,NA,NA,-2.5216,-2.6648,-1.6808999999999998,-2.3891999999999998,-2.0385999999999997,-0.68,-3.1612999999999998,0.42889999999999995,1.5211999999999999,-1.9369,0.9553,-0.7244999999999999,NA,NA,NA,NA,NA,-0.6045,-0.9587999999999999,0.6454,0.3517,1.3939999999999997,-2.0187,-1.3927,-3.213,NA,NA,NA,NA,-0.511,-1.9159,1.1662000000000001,-1.5807,-1.0615,-0.7469,-2.5868,-2.9287,NA,NA,NA,NA,NA,-2.1021,-0.4257,-0.4169999999999999,-2.4416
NP_001278789.1_S2403s _1_1_2403_2403,-3.3297,-0.6258,-3.2323,1.1833,0.7664000000000002,-1.1757,-1.6257000000000001,-1.7407,-2.3505000000000003,-1.357,1.3991,-1.591,0.3658000000000001,-1.5511,1.9647999999999999,-0.16570000000000018,-0.7121,1.3145,0.03480000000000001,-1.0144,NA,NA,NA,NA,-2.2376,0.68,0.6249,-0.6688,0.03970000000000007,-1.5733000000000001,0.2843,0.5934,1.3582,-1.5521,-1.8012000000000001,NA,NA,NA,NA,-1.3,0.031500000000000083,-0.9085,-0.30899999999999994,-1.0367,-1.6158,-0.25599999999999995,-2.2803,-0.6171,-2.9179,-3.4760999999999997,1.6019999999999999,-0.8291,-2.8659,-1.4554,-1.0671,-2.6623,-2.1864,-1.0874,-1.6669,-1.3174000000000001,-1.7557,-2.9006,0.13680000000000003,1.4936,-1.0904999999999998,0.6768000000000001,-2.021,-2.7519,-1.7914,1.814,-1.4384000000000001,-1.066,0.6482000000000001,-1.5509,-0.29779999999999995,0.8792,-0.778,-0.5878000000000001,0.7302,0.0034000000000000002,-2.4732000000000003,-2.0569,-1.0019,-1.8055999999999999,-2.4613,-3.4934,1.9676,-3.0061999999999998,-1.1042,-2.8644,-1.7539,-4.3443000000000005,-1.1715,0.19879999999999987,-2.8145,-1.2330999999999999,-2.0543,-1.6155,-0.1749,-0.7029,-0.3105
NP_001278789.1_S2987s _1_1_2987_2987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27060000000000006,-1.3924,0.6719999999999999,-0.29779999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9410000000000001,-1.0845,-1.7557,-0.9182999999999999,0.8965000000000001,-3.0940000000000003,0.022199999999999998,-2.2652,0.1934,0.1814,2.0071,-0.5498000000000001,-2.2041999999999997,0.9018,0.05180000000000001,-0.7561,-0.16860000000000003,-0.9657,-1.6122,-1.2123,-2.1448,NA,NA,NA,NA,-1.0159,-0.4557,-0.2539,0.06890000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_001278789.1_T3161t_1_0_3161_3162,NA,NA,NA,NA,NA,NA,NA,NA,-0.8211999999999999,1.4831,0.09889999999999999,1.1667,-0.19930000000000003,0.19110000000000005,0.06830000000000003,1.0612000000000001,NA,NA,NA,NA,0.8878999999999999,0.7901,-0.23460000000000014,1.4185,NA,NA,NA,NA,-0.447,1.8540999999999999,-0.7531999999999999,1.7263,-0.5868,2.0772,-0.8824999999999998,NA,NA,NA,NA,-3.0961,0.2388,0.6532,1.2852999999999999,-1.2653,3.205,0.8041,1.423,NA,NA,NA,NA,-2.7606,0.723,1.9395,1.7529000000000001,NA,NA,NA,NA,-1.2561,-0.2621,0.8688999999999999,0.5464,-0.0416,0.2687,0.7839,1.0574999999999999,NA,NA,NA,NA,NA,-1.17,0.1895,0.9165000000000001,0.7722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.0178000000000003,2.545,-0.7588999999999999,0.5964,NA,NA,NA,NA,NA,-3.0576999999999996,0.4689,0.5695999999999999,0.9798999999999998
NP_001013416.1_S207s _1_1_207_207,-0.0494,0.4367000000000001,-0.7479,1.8435000000000001,1.5579,0.058599999999999985,1.2792999999999999,3.1096999999999997,-0.8749,-2.234,4.5599,1.1661,2.9425000000000003,4.1453,-0.3833000000000002,-1.7114,4.042,0.8356,3.1474,2.7249,2.7161999999999997,-3.8766,4.2117000000000004,2.5177,2.5845000000000002,1.2606,0.8866,2.5690999999999997,1.7883999999999998,4.700699999999999,-0.2887999999999997,4.0255,-1.0224,3.2030999999999996,2.6783,3.9486,3.2376000000000005,-0.2448999999999999,3.4363,2.5252,2.168,5.9489,-1.2275,3.2763,-1.4105999999999999,-0.2567999999999997,-0.1517,-2.3609999999999998,-1.2704,3.2511,0.48029999999999995,6.1032,0.5945,3.211,-1.3544,2.8111,3.0903,4.2714,2.2236000000000002,1.4773,-0.034999999999999976,1.2706,2.0288,0.7742,0.3847,6.7751,0.6581000000000001,1.8612,3.759,0.3497,-2.6203000000000003,-2.0022,6.5038,-2.1718,1.4443,0.5206,-1.2638,1.9257,2.1269,2.4276,1.2358,1.8464,0.8216999999999999,1.6150000000000002,1.2458,0.2124999999999999,1.8005,2.7656,-0.4875,2.0851,1.0069,0.8565,0.16919999999999996,-0.40370000000000017,-2.7955,-0.831,2.4199,3.0799000000000003,2.1332,0.43899999999999995,2.4324999999999997
NP_001013416.1_T203tS207s_2_2_203_207,-0.6194,1.2624000000000002,-2.3879,-0.7956000000000001,1.4014,-0.8163,0.20490000000000003,0.9996999999999999,-1.1882,-1.0524,0.9143,2.2175,1.6663999999999999,3.3633,0.7383,-1.5455,2.6319999999999997,2.4508,2.8606,2.7795,0.5209999999999999,-3.1432,2.849,1.032,1.0394999999999999,1.2882,-0.0963,0.9364,1.8542,3.8424,-1.0418999999999998,3.1803,0.016100000000000003,3.5012,2.4834,2.3849,1.938,-0.07719999999999994,2.6616,1.8904,-0.3992,2.6384,0.10030000000000006,1.5129,-1.9495999999999998,0.02190000000000003,-0.2863000000000001,NA,NA,NA,NA,6.1497,0.6887000000000001,2.8079,-1.2155,4.0084,2.6725,5.5993,1.5057,2.3630999999999998,1.161,0.8319000000000001,1.4491999999999998,1.3375000000000001,0.3128,4.206799999999999,-0.3766,1.5953000000000002,3.5112,1.0246,-1.5901999999999998,-0.7407999999999999,5.2461,-1.0883,1.8282,1.2722,-0.18859999999999993,0.9616,2.3207,2.7123999999999997,NA,NA,NA,NA,0.3674,2.6975000000000002,2.7195,0.6079999999999999,-1.7580999999999998,1.0568,-1.3947,0.13950000000000018,NA,NA,NA,NA,NA,1.6504999999999999,0.11430000000000007,-0.9022999999999999,2.3795
NP_002956.1_S90s_1_1_90_90,-0.3998999999999997,-0.8438,-2.4332000000000003,-1.0173999999999999,-4.2272,-0.6991,4.5092,3.6136999999999997,-1.4111,-4.9275,0.06659999999999999,-1.0211999999999999,0.7149999999999999,2.3143000000000002,-3.9273,-1.8068999999999997,-0.04720000000000002,-3.7072000000000003,-0.21520000000000006,0.9725,1.2870000000000001,-0.6071000000000004,2.0138,-1.8502999999999998,-3.7719,-5.2453,-6.133900000000001,-3.5826,NA,NA,NA,NA,-5.020300000000001,-0.18979999999999997,1.2625999999999997,1.0878999999999999,-6.3713,NA,2.5229,NA,NA,NA,NA,-4.1528,-4.2873,-1.7414,-4.446400000000001,-4.616,-4.383699999999999,-4.485,-2.6929000000000003,NA,NA,NA,NA,2.7264,-1.8986,1.3445,3.2384,0.07249999999999979,-7.0889,-3.7981,-7.3117,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.903,0.2497,-1.4823000000000002,-0.8284999999999999,NA,NA,NA,NA,0.09460000000000002,-1.2218,1.9846000000000001,0.6008,-4.3622000000000005,0.4520999999999997,-8.575700000000001,0.3583999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.3022,2.3022000000000005,1.3041,2.274
NP_002956.1_T113t _1_1_113_113,-2.8339000000000003,-1.3657999999999997,-1.2965999999999998,1.9592999999999998,-0.42589999999999995,3.0555999999999996,1.5272,1.2116,-2.0898000000000003,-3.8481,2.4724,-0.7094,-0.0034000000000000002,2.1826,-2.3895,-1.3526,3.2830999999999997,0.2169,0.08129999999999998,1.8575,2.4305000000000003,-0.09170000000000011,1.8915,-0.38999999999999996,-3.5718,1.1141999999999999,-5.115,-2.1677,-0.60619999999999985,1.7252999999999998,-0.6226999999999998,-3.9697,0.6142,0.7747999999999999,-0.5809,1.3772,-3.2698,-1.5511000000000001,3.7520999999999995,0.8059000000000001,0.5711000000000002,0.762,-2.0940000000000003,-1.7306,-3.2186,-1.3635,-2.8987000000000003,-3.8602,-1.7713,-0.45620000000000016,-0.35760000000000003,-3.7646,-1.3681999999999999,-0.972,-1.4619999999999997,-0.1441,-2.7228999999999997,3.2012,1.4894,-0.7762,-2.6614,-1.7488,-5.5325,-0.24270000000000003,1.3326,-2.1908,-3.8893,-3.3263,0.7000000000000001,-3.2575000000000003,-5.0119,-0.8392,2.1673,1.6610999999999998,0.5197000000000003,0.007100000000000023,4.2996,-2.5358,-1.6183999999999998,-1.3096,-0.9229999999999999,-0.15179999999999993,2.1249000000000002,-0.4766,-0.24029999999999996,-0.47409999999999997,-3.7455,-0.9602999999999999,1.1724,-1.4243999999999999,-2.4238,-1.376,-2.2779,-1.8757000000000001,-4.5327,2.4348,0.7141000000000002,-3.3835,1.7835,0.5517000000000001,3.0492
NP_443138.2_S619s _1_1_619_619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24660000000000004,-6.4573,-0.23870000000000013,5.0316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3415999999999997,3.6462,3.1155,2.5951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5015999999999998,0.06580000000000008,1.5191,-1.4055,NA,NA,NA,NA,NA,NA,NA,NA,1.9976999999999998,1.7372,4.8645,-0.028200000000000003,3.2558,1.933,1.6172,2.3142,0.9605999999999999,-0.45730000000000004,0.8705,3.7666,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0666,2.4619,5.043900000000001,2.7064,NA,NA,NA,NA,NA,NA,NA,NA,3.4556,1.4058000000000002,-0.2875000000000001,6.9696,NA,NA,NA,NA,NA,1.313,2.1469,0.3247,3.0548
NP_443138.2_S636s _1_1_636_636,5.6663,3.2263,1.2502,1.1791,6.6979,0.022800000000000153,0.6422,2.7206,-0.6435000000000002,5.651400000000001,1.809,5.053100000000001,NA,NA,NA,NA,NA,NA,NA,NA,2.6399999999999997,4.7728,-2.2427,2.0751,3.0642,4.5375000000000005,-0.11339999999999995,1.2099999999999997,3.0075000000000003,4.829,4.5461,2.6461,1.9356,0.5086999999999999,5.9658,-0.4736,6.6166,0.7317,0.34719999999999995,-2.1491999999999996,2.0371,-0.7302000000000002,6.765000000000001,4.571899999999999,0.8524999999999999,1.5465,-0.5992999999999999,NA,NA,NA,NA,1.9222,0.6467999999999998,-0.018899999999999917,5.3742,2.7364,3.0911,4.463100000000001,-1.9566999999999997,4.204,2.7579000000000002,0.9409000000000001,3.5219,-0.15310000000000001,-1.7234000000000003,1.6590999999999998,5.5672,3.3089000000000004,0.44020000000000037,-0.42369999999999997,3.0266,1.581,4.4038,-3.3986,-0.010099999999999998,3.5583,1.3366,3.0492999999999997,4.147,3.401,NA,NA,NA,NA,NA,NA,NA,NA,3.4189,0.7189999999999999,-0.18099999999999983,6.4544,NA,NA,NA,NA,NA,3.4589,4.853899999999999,-0.3805999999999998,0.5246999999999999
NP_060259.4_S717s _1_0_716_717,-1.7873999999999999,0.7967,-0.5174000000000001,1.0725999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46330000000000005,-1.1984999999999997,0.6545,1.4030999999999998,NA,NA,NA,NA,NA,NA,NA,NA,0.23870000000000002,0.4458,-1.1554,1.1535000000000002,-1.0881,-0.5993999999999999,-0.32019999999999993,3.1448,0.378,2.2606,-1.1039999999999999,NA,NA,NA,NA,NA,NA,NA,NA,0.5880000000000001,0.7424,-0.5923,-0.5129,0.2677999999999999,1.5844999999999998,1.7515,2.3148,2.6548,-0.8882999999999999,1.0347,2.1705,NA,NA,NA,NA,1.8786,-1.9676,-0.10349999999999993,0.31889999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8487,3.6353,2.2814,-2.2950999999999997,1.2102,0.20779999999999987,-0.8041,2.9449,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8072,0.1515,1.1427999999999998,2.5093
NP_060259.4_S742s _1_1_742_742,NA,NA,NA,NA,2.8716,-0.6722,-0.18720000000000003,-0.6859,-0.8693,2.5254000000000003,1.0559,1.0589,0.9693999999999999,0.2354,1.6598,1.0498,NA,NA,NA,NA,1.4316,0.8289,0.7244,1.7258,1.4445999999999999,1.6837000000000002,0.8701,1.8766,-0.7583,0.5058000000000001,2.7293000000000003,1.4416000000000002,NA,NA,NA,-0.6716,1.5678,-0.1865,-0.31260000000000004,0.6159000000000001,1.0535,2.3451999999999997,0.15750000000000003,3.5443,-0.33319999999999994,-1.0089000000000001,-1.6824000000000001,NA,NA,NA,NA,NA,NA,NA,NA,0.6188,1.5041000000000002,-0.20790000000000003,1.5834000000000001,2.866,-0.2930999999999999,-0.28200000000000003,-0.3935,NA,NA,NA,NA,0.7908000000000001,-0.24339999999999995,-0.12569999999999992,1.1694,NA,3.7889999999999997,2.0962,-1.0419,-1.1692,-0.8523999999999999,0.31720000000000004,0.6303,1.5104,1.5289000000000001,1.152,-0.5977,-0.6840999999999999,-0.217,0.3703,-0.15550000000000003,0.6616,1.5957,1.3734,2.1585,2.2164,0.7013,0.8435,-0.38369999999999993,0.1069,2.1349,4.052300000000001,2.3325,-1.5148000000000001,0.8105
NP_060259.4_S760s _1_1_760_760,NA,NA,NA,NA,-0.3053,-1.1556,-4.1724,-0.24049999999999994,0.1131,-1.8988,0.9079,-3.2076,2.238,0.7563,0.9140999999999999,1.439,3.2408,3.4642,1.7424000000000002,0.062299999999999994,NA,NA,NA,NA,-1.0235,0.4535,-0.18669999999999998,-0.32039999999999996,NA,NA,NA,NA,NA,NA,NA,-0.7182999999999999,2.2739,0.28719999999999996,1.9874999999999998,0.6237,0.9338,1.5856,-0.38820000000000005,NA,NA,NA,NA,0.9140999999999999,0.8575,-0.07350000000000001,-0.182,NA,NA,NA,NA,NA,NA,NA,NA,-0.6887,-1.4811,0.4426,0.3094,1.2065000000000001,0.5336000000000001,-0.5357000000000001,-1.1184,0.9815,0.3605,1.2463000000000002,-0.7568999999999999,-0.5932,-0.4713,1.2495,0.24080000000000001,-0.5947,NA,NA,NA,NA,0.8135999999999999,-0.3248,0.2017,-1.0701,0.2328,0.4658,0.8432,0.8175,0.07950000000000002,0.12190000000000001,0.2434,-1.5055,-0.8531,-0.7749,NA,-1.6269999999999998,1.056,1.3617000000000001,0.37889999999999996,2.1807,1.8658000000000001
NP_060259.4_S772s _1_1_772_772,NA,NA,NA,NA,0.25070000000000003,-0.049600000000000005,0.1881,-0.36789999999999995,-0.20520000000000002,-1.2245,-0.5850000000000001,-1.6722,NA,NA,NA,NA,0.25529999999999997,0.1995,0.07460000000000003,0.3765,NA,NA,NA,NA,NA,NA,NA,NA,0.6135,0.344,0.6802,1.232,NA,NA,NA,-0.13090000000000002,1.6229,0.8369000000000001,-0.7260000000000001,NA,NA,NA,NA,0.9709000000000001,-1.0521,-0.6119999999999999,-0.7199,-0.5290999999999999,0.4482,1.029,-1.1187,1.5252000000000001,-0.4271,1.522,-0.5416,1.7165,0.5471,-0.8024,1.509,1.6512,0.4386,0.4669,0.573,0.04630000000000001,-0.7484,-0.42600000000000005,-0.851,-0.8575,-1.5777999999999999,-0.5447,-0.7959999999999999,-2.3472999999999997,1.5013,-0.3304,-1.4487999999999999,0.43290000000000006,0.5859000000000001,1.354,0.4053000000000002,0.5120999999999998,NA,NA,NA,NA,1.676,-0.9057,0.16960000000000008,0.5397,0.571,-0.30800000000000005,0.06280000000000002,0.1329,NA,NA,NA,NA,NA,-0.8196,-0.20250000000000007,-0.1898,1.6154
NP_060259.4_S784s _1_1_784_784,NA,NA,NA,NA,2.8909,-1.7265000000000001,-0.3609000000000001,0.26149999999999995,-0.9417,0.45089999999999997,0.3486,2.0349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12019999999999997,0.2863,0.11180000000000001,-0.13159999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5835,1.7235,2.7299,-0.40869999999999995,2.1898,-0.0403,1.8041,-0.33719999999999994,-0.46869999999999995,-1.2807000000000002,-0.7954,0.02320000000000011,0.6665000000000001,0.33100000000000007,-0.03489999999999993,0.4568,0.05279999999999996,NA,NA,NA,NA,-1.5186,0.7243,1.524,1.2966,1.6252,0.5654,2.4219999999999997,-2.0213,NA,NA,NA,NA,-0.8582000000000001,0.16199999999999998,-0.6632,-0.4254,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP_060259.4_S760sS772s_2_2_760_772,0.4247,-1.2679,2.1317,-0.4148,-1.518,-1.9343000000000001,-0.7899,-0.6978,0.059100000000000014,-1.5288,-0.9973000000000001,-1.7562,NA,NA,NA,NA,-0.03739999999999999,1.2555,1.5362,-0.40099999999999997,-0.5643,-0.9885,0.7017,0.4481,0.5757,0.4849,0.46709999999999985,-0.7205,-0.0834,-0.992,-1.4882,0.33180000000000004,-0.4558000000000001,-0.9833999999999999,-0.12060000000000004,-0.019199999999999995,-0.2103,-1.5644,-0.4048,-0.9338000000000001,0.3783,0.7205,-0.9131,-0.4050999999999999,-1.0678,-1.1825999999999999,1.3666,-0.9706999999999999,1.0867,-0.3342,-1.1493,0.4077,0.5645,0.963,0.5569,0.4197,0.16909999999999997,-0.6049,1.2271999999999998,0.5784,0.2283,0.24549999999999994,0.11280000000000001,-0.029699999999999997,-0.0917,0.0213,-0.4602,-0.36360000000000003,-0.5111,-1.9282000000000001,0.4022,-0.04770000000000002,0.13650000000000007,0.5908000000000001,1.2566000000000002,-0.5093000000000001,0.1085,-0.092,1.5058,0.14679999999999999,0.0518,0.8406,0.8135,-0.2967,-0.9818,-0.9561999999999999,-0.07610000000000006,0.6679999999999999,0.41459999999999997,-0.9554999999999998,1.8018,-0.020600000000000174,-0.20430000000000004,0.005699999999999927,0.48739999999999994,-0.36529999999999996,0.6184000000000001,NA,NA,NA,NA
